#OTUId	16-TM29-FDA	13-TM42-FDA	23-T26-FDA	16-T26-FDA	20-TM30-FDA	18-TM36-FDA	23-T80-FDA	15-T52-FDA	26-S0-FDA	08-TM36-FDA	29-T13-FDA	18-T52-FDA	16-TM54-FDA	CONTROL5	19-S0-FDA	14-T52-FDA	19-T13-FDA	03-TM60-FDA	CONTROL3	27-T26-FDA	16-T106-FDA	23-TM42-FDA	35-T52-FDA	30-T80-FDA	27-T52-FDA	28-T52-FDA	20-T106-FDA	16-T80-FDA	22-T26-FDA	02-TM54-FDA	14-TM60-FDA	13-TM60-FDA	28-T26-FDA	26-T80-FDA	06-TM30-FDA	14-TM48-FDA	26-T13-FDA	13-TM30-FDA	15-T26-FDA	18-S0-FDA	13-TM48-FDA	33-T0-FDA	30-T26-FDA	27-T13-FDA	31-T0-FDA	28-T0-FDA	33-T13-FDA	33-T26-FDA	26-T26-FDA	07-T106-FDA	31-T80-FDA	14-TM42-FDA	22-S0-FDA	34-S0-FDA	13-T52-FDA	19-T80-FDA	08-TM48-FDA	03-TM48-FDA	31-T52-FDA	30-T13-FDA	16-T52-FDA	06-TM42-FDA	16-TM48-FDA	21-S0-FDA	07-TM54-FDA	05-TM36-FDA	14-T80-FDA	35-T13-FDA	28-T6-FDA	13-TM54-FDA	19-T26-FDA	02-TM60-FDA	12-T80-FDA	01-TM48-FDA	31-T8-FDA	16-S0-FDA	10-T106-FDA	26-T106-FDA	20-T52-FDA	30-T0-FDA	35-T80-FDA	06-TM36-FDA	10-TM36-FDA	15-T13-FDA	14-TM30-FDA	13-TM36-FDA	22-TM30-FDA	30-T52-FDA	22-TM36-FDA	22-T13-FDA	28-T106-FDA	16-TM42-FDA	14-TM54-FDA	JR-F-DA	31-T26-FDA	20-T6-FDA	14-TM36-FDA	28-S0-FDA	02-TM46-FDA	22-T52-FDA	01-TM60-FDA	19-T6-FDA	03-TM54-FDA	16-T6-FDA	23-T52-FDA	27-T39-FDA	35-T26-FDA	20-T26-FDA	11-T80-FDA	NP-F-DA	20-S0-FDA	14-T26-FDA	27-T80-FDA	07-TM60-FDA	CONTROL4	29-T0-FDA	16-T13-FDA	25-T26-FDA	13-T106-FDA	16-TM36-FDA	19-T106-FDA	18-T13-FDA	14-T106-FDA	27-T0-FDA	19-T52-FDA	26-TM30-FDA	22-T106-FDA	06-T106-FDA	20-T80-FDA	21-T6-FDA	20-T13-FDA	21-T13-FDA	22-T6-FDA	29-T26-FDA	05-TM48-FDA	CONTROL2	CONTROL1	CONTROL6	18-T26-FDA	08-TM42-FDA	08-T106-FDA	taxonomy
OTU_826	0	0	0	0	0	0	3	0	0	0	6	3	0	132	1	5	0	0	0	36	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	87	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	9	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	53	0	0	0	2	4	0	0	353	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	66	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_2895	0	0	0	0	0	0	1	0	1	0	0	0	1	6	0	2	8	1	2	34	0	0	0	0	20	0	0	0	0	15	1	3	0	0	6	2	0	3	0	0	2	0	0	12	0	22	13	11	0	9	0	1	0	0	0	2	0	0	0	0	0	23	3	0	0	22	0	0	0	22	2	8	25	9	2	0	0	0	0	0	1	19	0	0	1	0	0	0	0	0	18	0	5	3	0	0	6	30	3	0	13	0	0	0	0	0	1	0	0	6	0	0	36	0	2	13	2	0	0	0	0	174	6	0	2	0	0	8	0	0	0	0	0	0	41	8	9	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_308	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	243	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	6	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_447	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_3301	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	301	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium XI;
OTU_512	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_51	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1281	0	0	0	0	877	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	364	0	0	1	0	1	1	0	0	0	0	0	0	2	0	1151	0	14	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	1137	0	0	0	220	0	1	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	1	0	1369	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
OTU_155	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	729	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_399	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_232	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	70	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	220	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	25	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	38	0	0	11	0	39	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_266	0	0	0	0	0	0	0	0	2	0	39	0	0	6	0	1	0	0	1	19	0	0	0	0	2	0	0	1	0	3	12	0	0	0	2	1	0	0	0	0	6	0	0	4	0	0	0	0	0	1	6	2	0	0	0	20	0	0	182	0	0	4	0	0	0	4	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	78	0	9	6	0	2	0	3	0	0	2	10	4	0	0	5	0	2	0	0	0	0	0	0	1	1	10	2	63	3	1	2	0	1	2	0	0	0	0	0	0	6	3	2	0	0	0	2	0	0	0	0	23	14	3	0	5	0	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_103	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	0	1	0	0	0	824	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
OTU_231	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_5005	0	0	0	0	0	0	0	0	2	133	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	4	0	0	9	10	4	0	0	0	0	0	0	0	3	0	0	38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	2	0	27	0	0	0	0	0	0	0	0	0	1	0	22	2	0	2	0	0	0	1	0	0	0	0	0	0	0	4	1	0	7	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	260	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_48	0	0	0	0	0	0	0	0	5	0	0	0	0	13	1	0	3	1	18	0	0	0	0	0	0	0	0	1	0	0	235	0	0	0	0	1124	0	0	1	0	0	0	0	0	0	1	0	0	0	19	0	484	0	0	0	0	0	0	0	0	0	67	0	0	0	0	149	0	12	0	0	0	1	0	0	0	1	0	0	0	0	129	2	0	823	0	0	0	0	0	0	0	2193	53	0	0	1077	0	0	0	0	0	2	0	0	0	0	0	0	1881	0	0	4	0	849	0	0	0	1	0	2	0	1216	0	0	0	0	2	0	0	0	0	0	0	1	816	4	2	0	1	1	Bacteria;Firmicutes;;;;;
OTU_86	0	0	0	0	0	0	0	0	1	0	241	0	0	0	0	0	0	0	0	0	0	0	135	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	329	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	523	0	0	0	0	0	0	1	0	0	0	0	0	119	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	1	0	1685	0	0	97	4	0	0	0	0	0	0	0	130	0	0	0	2	0	0	0	0	0	545	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;
OTU_4293	0	0	0	0	0	0	0	0	1	0	9	0	2	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	4	0	66	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	55	0	0	0	0	2	47	0	0	8	0	0	0	0	0	0	0	24	0	0	0	0	0	4	0	0	0	0	0	42	124	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_209	0	0	0	0	0	0	0	0	1	0	0	0	0	49	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	2	0	0	0	3	0	0	0	0	0	2	0	0	38	1	0	19	0	0	0	0	0	0	0	7	3	0	0	451	0	0	0	0	0	0	191	1	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	43	0	0	0	0	0	0	19	0	2	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;
OTU_783	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	4	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	1	0	0	0	0	27	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	149	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;
OTU_4248	0	0	0	0	0	0	0	0	1	0	1	0	51	6	0	0	9	2	11	60	45	0	0	0	40	14	0	5	0	1	16	0	0	0	0	0	1	0	17	0	0	6	0	248	0	1	4	21	0	12	0	0	1	0	0	2	0	1	0	0	46	23	32	0	8	0	0	0	0	15	7	3	29	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	3	0	13	25	3	1	0	0	0	0	0	61	0	57	6	0	0	17	0	0	64	15	0	0	21	4	7	0	0	0	0	45	6	0	0	0	0	0	8	1	0	0	0	0	0	0	0	9	2	1	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_88	0	0	0	0	0	0	0	0	0	4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	170	69	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;
OTU_2356	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2055	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_4389	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	627	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_259	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	1	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	1	0	0	0	0	6	0	167	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	15	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
OTU_2426	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	311	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_18	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	1348	0	9	0	0	3	0	0	3002	0	1	0	0	0	0	2350	0	0	0	0	1	1	0	0	0	83	1	0	14	0	0	0	0	0	2	0	0	0	0	0	302	0	2	0	2	0	1	0	0	0	0	0	0	1396	0	1	4157	0	2173	0	1	0	15	2	0	0	0	5493	0	291	0	2	0	0	0	0	0	0	0	0	0	2	5	5	4	0	0	0	0	0	74	0	0	0	138	0	2449	0	0	0	0	0	2	0	0	1	2	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;
OTU_59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7599	0	0	0	2	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_188	0	0	0	0	0	0	0	0	0	0	32	0	0	10	0	0	0	28	8	8	0	0	30	0	0	2	0	0	0	7	10	12	0	9	10	4	1	9	14	0	5	0	0	0	1	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	19	0	0	0	23	1	5	0	5	0	0	262	5	0	0	0	3	0	0	39	35	0	0	1	1	0	0	0	0	0	0	18	7	0	0	12	0	0	0	0	0	0	0	1	9	11	0	0	15	0	0	0	0	0	0	0	0	5	0	0	0	2	6	0	0	1	4	0	0	0	0	0	22	17	4	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;
OTU_4208	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	1	0	0	1	19	0	0	0	0	0	0	4	6	0	0	0	9	1	0	0	12	0	0	0	0	0	0	0	0	0	20	5	0	0	0	0	0	1	0	0	0	0	0	6	0	83	0	0	0	13	0	0	0	3	0	0	0	61	0	4	0	0	53	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	9	0	0	34	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	17	0	82	0	0	0	36	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_907	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	97	0	0	11	39	0	0	0	0	0	0	0	0	0	0	5	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_3030	0	0	0	0	0	0	0	0	0	0	1	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_2647	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_4019	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_2973	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_1094	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	8	0	3	0	3	0	0	0	0	4	0	10	3	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	131	0	0	12	0	0	18	1	0	0	0	0	0	0	0	0	0	0	2	2	44	0	2	0	9	0	0	0	0	1	0	0	5	0	0	3	0	6	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	2	21	0	0	0	0	2	0	0	3	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_207	0	0	0	0	0	0	0	0	0	0	0	1	218	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	1	0	0	68	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	20	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	33	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	17	0	0	0	0	144	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;;;
OTU_1362	0	0	0	0	0	0	0	0	0	0	0	0	56	12	0	0	2	14	18	77	44	0	0	0	40	24	0	3	0	0	23	0	0	0	1	0	0	0	31	0	0	8	0	244	0	1	6	20	0	3	0	0	0	0	0	3	0	4	0	0	52	16	43	0	3	0	0	0	0	10	2	8	43	0	0	0	0	0	0	0	0	16	0	0	0	0	5	0	7	0	6	36	7	1	0	0	0	5	0	60	0	50	3	0	0	15	0	0	58	21	0	0	16	2	2	0	0	0	0	37	3	0	1	0	5	0	3	1	0	0	0	0	0	0	0	15	2	1	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_112	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	1	512	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	21	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	68	0	0	12	0	214	0	0	0	0	0	0	0	57	0	0	0	3	0	5	0	0	0	0	0	37	0	0	0	16	0	0	68	0	74	0	0	0	0	7	0	0	42	0	0	0	0	0	0	0	0	0	84	0	0	0	0	3	197	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;;;;
