#OTUId	16-TM29-FDA	13-TM42-FDA	23-T26-FDA	16-T26-FDA	20-TM30-FDA	18-TM36-FDA	23-T80-FDA	15-T52-FDA	26-S0-FDA	08-TM36-FDA	29-T13-FDA	18-T52-FDA	16-TM54-FDA	CONTROL5	19-S0-FDA	14-T52-FDA	19-T13-FDA	03-TM60-FDA	CONTROL3	27-T26-FDA	16-T106-FDA	23-TM42-FDA	35-T52-FDA	30-T80-FDA	27-T52-FDA	28-T52-FDA	20-T106-FDA	16-T80-FDA	22-T26-FDA	02-TM54-FDA	14-TM60-FDA	13-TM60-FDA	28-T26-FDA	26-T80-FDA	06-TM30-FDA	14-TM48-FDA	26-T13-FDA	13-TM30-FDA	15-T26-FDA	18-S0-FDA	13-TM48-FDA	33-T0-FDA	30-T26-FDA	27-T13-FDA	31-T0-FDA	28-T0-FDA	33-T13-FDA	33-T26-FDA	26-T26-FDA	07-T106-FDA	31-T80-FDA	14-TM42-FDA	22-S0-FDA	34-S0-FDA	13-T52-FDA	19-T80-FDA	08-TM48-FDA	03-TM48-FDA	31-T52-FDA	30-T13-FDA	16-T52-FDA	06-TM42-FDA	16-TM48-FDA	21-S0-FDA	07-TM54-FDA	05-TM36-FDA	14-T80-FDA	35-T13-FDA	28-T6-FDA	13-TM54-FDA	19-T26-FDA	02-TM60-FDA	12-T80-FDA	01-TM48-FDA	31-T8-FDA	16-S0-FDA	10-T106-FDA	26-T106-FDA	20-T52-FDA	30-T0-FDA	35-T80-FDA	06-TM36-FDA	10-TM36-FDA	15-T13-FDA	14-TM30-FDA	13-TM36-FDA	22-TM30-FDA	30-T52-FDA	22-TM36-FDA	22-T13-FDA	28-T106-FDA	16-TM42-FDA	14-TM54-FDA	JR-F-DA	31-T26-FDA	20-T6-FDA	14-TM36-FDA	28-S0-FDA	02-TM46-FDA	22-T52-FDA	01-TM60-FDA	19-T6-FDA	03-TM54-FDA	16-T6-FDA	23-T52-FDA	27-T39-FDA	35-T26-FDA	20-T26-FDA	11-T80-FDA	NP-F-DA	20-S0-FDA	14-T26-FDA	27-T80-FDA	07-TM60-FDA	CONTROL4	29-T0-FDA	16-T13-FDA	25-T26-FDA	13-T106-FDA	16-TM36-FDA	19-T106-FDA	18-T13-FDA	14-T106-FDA	27-T0-FDA	19-T52-FDA	26-TM30-FDA	22-T106-FDA	06-T106-FDA	20-T80-FDA	21-T6-FDA	20-T13-FDA	21-T13-FDA	22-T6-FDA	29-T26-FDA	05-TM48-FDA	CONTROL2	CONTROL1	CONTROL6	18-T26-FDA	08-TM42-FDA	08-T106-FDA	taxonomy
OTU_91	0	34	2	0	0	2	107	4	60	2	66	0	0	64	0	5	0	0	33	5	0	12	7	0	0	126	1	0	0	13	24	64	31	33	25	25	89	80	36	0	26	0	0	3	0	166	0	0	151	2	1	6	0	1	38	13	0	0	0	1	0	13	0	1	51	428	6	7	21	102	0	13	62	3	2	0	0	137	0	0	92	112	1	102	5	2	0	0	1	0	2	3	27	5	179	26	17	569	57	1	4	0	0	5	38	0	94	0	61	163	2	33	0	11	20	13	2	0	61	22	0	0	32	74	1	25	0	0	0	0	22	1	0	64	83	71	130	0	9	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;
OTU_261	0	8	0	0	0	0	0	0	0	10	54	1	5	0	40	0	8	11	0	15	0	2	0	0	5	44	1	0	0	2	0	5	544	1	5	0	40	0	0	0	0	0	0	0	0	101	21	48	22	2	0	0	0	0	11	3	0	8	17	0	0	0	1	0	7	0	0	0	0	218	0	14	0	2	67	1	0	1	0	0	0	2	2	0	2	15	3	0	0	44	1	0	0	0	210	53	0	134	0	73	10	2	3	2	0	6	4	12	0	0	1	16	1	0	1	4	0	0	0	0	1	188	0	0	1	1	0	0	0	0	56	0	0	17	0	0	0	0	0	1	31	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;
OTU_2452	0	8	0	11	15	0	0	0	0	0	0	0	16	0	0	0	0	40	0	0	12	0	0	364	0	0	0	2	0	1	0	0	0	4	0	0	92	40	0	0	6	0	153	0	0	0	0	0	8	2	0	0	0	0	9	0	0	57	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	1	0	70	0	0	1	0	0	0	11	96	19	0	0	17	0	0	0	0	0	0	1	61	0	0	4	24	0	0	0	0	0	0	2	0	0	0	0	0	15	0	44	6	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;
OTU_76	0	16	17	17	65	2	25	5	89	0	2	1	32	17	0	2	66	122	13	54	4	1	25	0	68	3	11	1	0	49	11	332	0	1	4	93	3	87	87	1	21	111	0	143	0	16	0	0	6	6	24	77	0	11	10	41	0	132	0	1	22	13	10	0	136	149	4	9	2	74	0	86	80	18	0	3	0	49	5	0	82	77	213	77	6	68	10	0	13	0	0	12	41	12	0	97	28	34	24	0	1	15	34	101	3	57	96	40	48	32	10	737	11	33	4	13	41	0	32	61	6	0	29	114	5	17	0	70	74	0	84	0	0	236	231	11	143	2	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2;
OTU_236	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1241	0	340	0	0	0	0	1	1	0	0	1	0	0	31	6	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	2109	4165	0	0	2	0	0	0	25	1	0	0	18	0	0	0	0	190	0	0	0	6	1	4	2	0	0	0	13	2	0	0	0	0	66	0	0	0	0	409	0	0	0	892	6	0	0	0	10	0	0	0	1	761	1	865	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	6	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;
OTU_139	0	50	74	0	0	0	47	2737	1	0	46	0	0	48	0	1	1	0	19	0	395	0	132	0	0	2	0	7	0	0	9	38	0	0	3	52	0	15	67	0	9	1	0	0	0	0	1	0	0	9	0	0	0	0	14	21	0	0	0	0	0	23	0	0	0	20	3	15	0	2	233	0	51	0	0	1	1	0	0	0	119	20	0	1605	0	3	0	0	10	0	0	0	91	0	0	0	0	0	2	0	1	0	0	0	33	0	64	0	2	25	0	0	0	0	1	102	0	0	7	0	39	0	0	0	27	3	0	0	0	0	0	0	0	14	15	22	3	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_13	0	6	32	0	0	3	30	1	10	3	1959	0	2	302	1	99	3	40	153	25	1068	12	109	1	0	6	2	414	0	338	191	77	0	5190	641	106	9	91	250	1	16	0	2	2	1	44	0	2	0	302	0	136	0	2	2	552	0	6	84	9	272	763	0	0	776	636	58	68	2	4	1	107	51	0	196	0	1	1484	0	2	223	1197	0	38	51	8	2	4	14	0	0	0	159	47	449	18	113	68	461	0	0	1	5	50	13	40	757	2	601	5	110	1124	2	77	66	22	18	0	8	3	38	1	118	7	0	168	0	636	2	87	0	0	0	992	1555	33	109	25	0	1	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;
OTU_213	0	41	0	0	4	0	0	0	0	0	0	0	0	50	0	0	38	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	7	0	17	0	0	0	0	0	0	0	0	0	56	0	0	0	2	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	8	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	5	0	0	0	24	0	41	0	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_110	0	5	1	0	0	0	66	1	3	0	0	0	0	49	9	15	94	97	24	83	28	2	0	0	39	4	0	11	4	26	117	30	0	0	81	26	1	29	50	0	18	92	0	41	36	143	1	4	0	52	0	8	1	0	0	2	0	550	0	0	68	110	0	0	20	1	106	0	1	101	4	0	53	25	0	0	0	0	0	15	0	363	0	8	24	5	7	0	5	0	11	0	52	16	0	0	20	49	113	28	45	5	23	0	32	155	0	0	0	48	4	0	10	10	3	23	0	0	27	1	4	0	32	239	15	0	15	12	0	0	0	0	0	0	0	87	93	8	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella;
OTU_1379	0	4	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0	1	0	0	0	5	1	0	1	4	427	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	13	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	5	2	0	0	5	7	0	0	5	0	0	0	4	0	0	0	5	0	28	68	2	0	0	0	2	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	5	0	3	9	3	2	0	0	0	1	0	0	0	0	4	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Coprobacter;
OTU_249	0	16	0	0	0	0	117	0	0	0	0	0	128	0	0	0	38	0	3	0	0	0	0	0	0	71	0	0	0	0	47	121	0	0	0	50	0	215	13	0	71	0	0	0	0	0	0	0	0	8	0	2	0	0	4	12	0	0	0	0	0	38	0	0	28	2	0	0	1	38	4	0	0	0	0	0	0	0	0	0	0	53	0	0	0	42	0	0	0	0	0	0	110	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	50	0	0	0	7	5	1	0	0	110	0	17	0	0	0	14	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas;
OTU_2977	0	2	0	0	0	0	0	0	467	0	27	9	14	0	442	0	4	0	5	189	37	45	3	668	202	105	0	6	0	42	0	0	0	0	1	0	0	3	0	1	4	51	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	1	0	1	8	0	86	9	12	0	61	0	0	0	0	65	50	12	0	0	0	0	6	0	28	0	0	63	8	0	0	0	12	0	0	8	0	162	0	0	0	1	41	20	42	0	0	21	82	54	0	0	1	3	0	2	18	0	0	2	7	2	79	0	119	153	0	95	0	0	6	0	0	0	1	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_5898	0	28	2	0	0	0	15	0	1	0	23	0	33	5	0	0	8	31	14	0	25	1	9	94	40	4	0	5	39	23	1	59	0	12	4	0	0	65	17	0	51	6	0	0	0	20	0	0	0	12	0	0	0	1	2	0	0	19	0	0	16	29	34	0	1	9	1	43	0	64	0	42	69	0	0	0	0	10	0	12	56	35	70	1	3	59	22	40	34	91	53	11	4	1	0	0	7	46	4	66	115	1	42	0	14	53	36	0	14	2	0	125	41	7	2	8	0	0	21	0	8	0	2	19	1	14	5	27	0	0	0	0	1	19	1	0	11	2	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_264	0	45	0	314	85	0	0	1	0	268	1	0	253	81	0	1	0	0	91	0	7	0	2	0	0	4	87	2	0	0	0	1	0	0	3	0	1	55	130	0	40	154	0	0	0	0	43	283	0	14	0	0	0	0	0	5	8	0	0	0	83	26	0	0	1	3	0	5	0	0	4	1	0	417	0	0	0	1	0	1	0	13	1	0	0	63	33	0	87	0	0	0	1	29	0	0	0	0	1	376	1715	0	2	0	0	0	0	0	1	31	0	5	0	0	10	1	652	0	0	0	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	11	0	9	0	10	1656	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_77	0	31	44	100	40	0	286	0	0	0	0	10	85	10	5	16	38	0	40	0	39	57	82	0	0	72	10	6	0	12	105	59	0	0	0	21	0	62	60	0	26	115	0	0	0	40	87	217	0	0	168	10	0	1	10	39	0	0	0	0	79	1	4	0	0	194	15	79	2	57	44	43	91	291	0	19	0	0	24	0	442	1	10	92	26	58	138	0	146	64	42	115	37	16	0	2	15	70	72	292	188	44	0	0	40	1	124	0	134	37	11	0	0	80	8	36	157	0	14	0	113	0	37	0	48	0	104	0	64	0	1	0	110	82	75	39	74	109	2	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;
OTU_81	0	20	34	0	0	0	27	0	27	1	0	8	0	45	0	5	0	0	21	18	3	1	15	0	36	3	0	0	0	3	15	5	113	43	212	5	51	45	0	0	19	107	0	0	0	57	56	6	292	20	0	7	0	0	13	118	0	0	0	0	0	35	0	0	0	121	31	3	1	68	0	0	86	11	0	160	0	77	3	0	30	72	0	167	4	12	6	0	1	0	0	0	12	14	0	0	71	14	10	2	25	0	1	0	36	7	141	0	0	204	14	0	40	0	13	17	0	0	15	1	10	0	35	55	11	54	3	18	0	0	0	1	0	114	30	21	22	20	0	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;
OTU_2000	0	4	0	0	0	0	1	0	0	0	3	0	3	1	0	1	1	1	10	0	4	0	2	3	2	1	0	3	52	2	1	8	0	2	0	0	0	3	2	0	1	6	0	0	0	4	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	4	0	0	2	1	6	0	14	0	3	0	1	0	0	0	1	1	3	23	4	6	0	2	5	2	3	22	96	0	1	1	0	0	0	2	7	6	35	13	0	3	0	4	4	3	0	2	0	0	26	0	2	0	1	0	0	0	0	1	0	3	2	0	5	4	1	0	0	0	0	0	4	1	0	1	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_197	0	20	92	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	1	0	0	0	0	97	117	0	0	0	53	0	13	15	0	46	0	0	0	0	0	0	0	0	1	0	0	0	0	6	8	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	13	0	136	0	0	0	0	28	5	0	14	0	0	0	144	7	0	90	0	0	0	0	0	0	0	0	27	0	0	13	0	79	66	0	0	0	102	31	0	0	34	1	12	0	0	1	76	0	0	0	71	0	32	0	0	0	0	52	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Coprobacter;
OTU_1788	0	10	1	0	0	0	6	0	0	2	16	0	17	1	0	1	8	6	14	0	7	1	22	25	25	3	1	7	74	11	6	35	0	21	5	0	0	23	9	0	13	17	0	0	0	4	1	0	0	1	2	0	0	0	1	0	0	8	1	0	10	6	17	0	0	29	2	38	1	55	1	5	6	2	0	0	0	15	1	3	94	6	27	0	6	16	7	13	32	101	12	3	1	0	0	0	2	35	12	46	45	0	18	0	5	16	37	0	10	3	1	120	16	3	1	19	0	0	6	0	5	0	5	8	3	26	5	12	1	0	1	0	0	14	5	0	2	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_58	0	1	0	204	276	0	2	0	1	0	0	2	0	585	0	0	0	0	262	0	8	0	0	0	0	0	4	2	0	0	345	0	0	27	13	191	2	1	0	0	0	0	0	0	0	1	0	0	0	13	0	37	0	0	0	75	0	0	0	0	3	50	1	0	27	0	73	0	3	0	0	0	19	0	0	0	2	0	2	0	0	121	0	1	84	0	0	0	0	0	0	0	188	231	0	1	162	0	1	0	0	0	0	0	0	0	0	0	0	698	1	0	0	46	538	0	0	0	0	0	100	0	346	1	30	1	0	0	56	1	0	0	0	0	258	114	0	18	0	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_908	0	3	8	25	18	0	3	0	3	0	9	0	47	2	0	7	0	0	0	0	2	0	8	0	0	15	15	1	3	1	11	0	0	0	0	41	8	2	3	0	5	15	0	0	0	4	0	18	8	4	1	42	0	0	0	0	0	0	0	0	8	3	0	0	5	7	6	5	0	15	11	0	0	0	0	0	0	6	0	11	36	1	0	22	1	8	5	0	4	0	3	0	48	0	0	0	45	14	3	1	0	0	0	0	3	0	9	0	15	0	0	70	1	1	0	8	55	0	0	0	0	0	4	0	1	0	11	0	0	0	0	0	0	7	0	3	1	2	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;
OTU_106	0	4	15	2	0	0	26	0	0	0	11	0	21	5	19	5	1	5	24	157	6	11	0	1	688	3	1	2	0	1	5	21	1780	15	41	5	65	11	1	1	5	0	0	69	12	32	0	0	49	17	0	3	0	16	88	2	0	0	0	1	2	56	21	0	31	28	2	0	0	40	0	53	127	7	0	67	55	460	0	0	9	9	14	43	3	9	1	0	1	0	16	22	13	2	0	0	21	23	2	0	1	7	0	9	22	15	5	0	25	22	146	7	43	3	20	1	5	0	3	24	0	0	19	11	0	18	1	351	0	0	0	0	0	32	52	18	1	4	0	3	110	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;
OTU_132	0	11	40	7	0	0	3	0	0	0	26	0	10	45	0	76	25	40	5	106	11	87	75	0	0	0	1	31	0	0	30	0	0	59	0	0	13	37	133	0	7	0	1	0	0	0	0	1	112	3	106	0	0	0	1	84	0	24	0	0	20	0	1	0	71	255	1	27	0	1	3	0	2	14	21	0	0	0	4	0	155	156	0	557	5	8	5	0	83	0	0	35	0	3	0	0	87	0	15	4	0	0	2	0	49	115	162	0	108	0	35	103	0	6	12	49	17	0	42	62	1	0	56	0	0	0	1	0	2	0	0	0	0	0	76	195	41	9	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;
OTU_204	0	1	1	0	0	0	0	450	0	0	0	0	0	18	0	0	53	0	13	0	0	0	126	0	0	0	0	0	0	0	9	18	0	0	0	2	0	14	61	0	38	2	0	0	0	0	0	1	0	4	0	2	0	0	0	1	0	0	0	0	0	1	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	16	7	0	4	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	11	14	22	0	0	4	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	5	14	4	1	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_17	0	16	91	40	2	2	68	0	1003	2	1275	19	55	28	47	18	84	76	51	93	29	26	9	3	121	5	0	21	916	33	39	63	405	46	257	5	672	34	51	1	12	0	1	36	1808	9	3	6	516	25	58	18	0	125	16	103	0	201	136	8	10	42	5	5	49	86	53	6	108	278	8	35	417	12	368	757	24	687	24	0	67	93	523	226	13	6	5	1	8	56	4	46	38	7	476	0	14	5	41	9	2	14	12	116	114	31	61	3	39	176	3	113	24	18	146	45	63	2	6	83	23	1	48	46	3	54	6	124	2	1	0	0	12	385	79	24	14	8	5621	0	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_119	0	16	116	0	0	0	45	0	2	0	1	1	29	83	0	19	1	0	40	0	0	66	5	0	0	1	0	0	0	0	65	19	0	0	0	26	0	28	69	67	15	4	0	0	0	0	0	0	0	1	0	11	0	0	4	0	0	0	0	0	0	12	0	0	110	58	21	31	0	1	16	0	2	58	0	0	0	0	25	0	29	16	0	381	20	2	1	0	7	0	0	0	103	0	0	8	17	0	3	37	0	0	0	0	64	0	71	6	124	108	37	0	1	50	5	15	0	0	41	0	1	0	44	0	5	0	0	0	23	0	9	0	0	0	28	90	23	32	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_29	0	9	191	49	3	0	255	0	168	0	276	0	0	59	0	66	0	21	65	198	157	102	29	2	21	5	0	18	0	39	56	4	7	131	462	9	10	4	0	0	48	1	1	78	0	20	0	0	15	181	53	10	0	1	107	93	1	81	124	4	351	548	0	0	14	107	52	0	1	6	2	3	941	28	0	0	0	597	0	0	172	382	0	363	60	4	31	1	34	0	2	63	34	4	0	2	48	50	42	0	0	0	2	79	230	98	74	0	0	113	68	96	45	44	3	36	64	0	5	260	1	0	162	46	4	61	0	61	1	0	0	0	0	306	328	22	5	17	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter;
OTU_89	0	13	42	0	48	0	65	25	6	0	359	0	2	19	1	10	29	70	45	46	19	21	0	0	18	2	1	6	0	13	15	7	50	66	202	11	20	23	15	0	52	0	0	46	0	1	1	0	491	18	0	6	0	0	208	22	0	254	0	0	16	26	2	0	21	201	42	1	1	27	9	20	247	12	7	0	9	170	1	0	80	134	0	11	14	5	2	1	0	2	8	24	18	9	9	1	12	12	8	11	7	2	14	0	38	19	10	0	43	107	3	123	7	8	19	9	1	0	1	137	8	0	36	119	1	13	0	24	1	0	0	0	2	28	85	17	8	13	1	0	8	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_247	0	1	0	0	1	0	0	19	0	0	0	0	5	0	0	2	58	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	1	0	2	0	1	0	13	0	7	3	1	0	24	0	0	0	0	0	0	0	21	0	0	0	3	0	0	2	0	0	0	2	3	1	1	0	68	1	0	0	0	0	1	0	0	6	0	3	1	0	0	0	0	0	0	0	105	3	0	0	0	0	0	7	0	0	0	0	2	9	36	0	0	27	0	1	0	0	16	0	1	2	0	0	0	0	6	0	0	0	1	0	10	0	0	6	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_3442	0	2	0	0	5	0	34	0	0	10	0	11	101	11	0	3	0	29	8	0	0	3	66	0	0	0	0	0	0	0	20	125	0	0	0	25	1	2	9	0	4	11	0	0	123	0	241	191	0	8	618	6	0	0	34	1	0	0	320	0	0	20	0	0	0	191	6	0	0	0	8	0	0	393	0	0	0	23	0	0	238	19	0	0	8	0	1	0	7	0	0	10	63	0	0	0	25	0	0	0	0	0	12	0	34	0	1	0	0	27	3	0	0	0	3	0	0	0	5	0	4	0	49	0	1	71	0	0	0	0	0	0	0	0	27	2	0	0	0	0	13	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;
OTU_26	0	10	3	0	3	0	2	0	1	1	0	0	45	11	1	1	0	75	13	0	0	52	0	0	0	9	0	0	0	8	37	31	0	0	0	137	0	26	40	0	10	19	0	0	1	15	17	10	0	1	39	171	0	0	2	5	1	11	16	0	0	2	28	0	1	37	4	0	1	5	0	0	26	0	0	0	0	0	5	0	14	6	0	26	1	16	33	0	18	0	2	18	131	3	0	7	158	66	7	46	30	0	22	0	2	0	3	1	22	8	5	2	1	4	0	0	0	0	14	15	6	0	4	2	1	0	44	11	9	0	18	0	0	0	24	4	5	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_4740	0	15	7	0	9	0	14	0	0	0	0	0	116	44	5	0	0	24	41	0	0	40	1	0	0	1	3	0	0	11	130	137	0	0	4	578	0	84	89	0	21	128	0	0	2	66	90	88	0	5	81	639	0	0	24	17	0	51	59	0	1	12	79	0	0	30	0	0	0	9	0	0	55	1	0	0	0	0	0	0	0	14	0	76	0	45	16	0	25	0	0	54	536	0	0	19	534	149	15	42	121	0	17	0	11	0	0	5	106	20	13	0	0	1	0	0	0	0	42	0	11	0	0	10	4	0	58	40	1	0	8	0	0	0	68	25	4	5	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_148	0	4	11	2	6	0	9	18	0	0	0	0	92	27	0	13	0	0	1	0	41	17	2	0	0	2	1	4	0	0	73	4	0	0	1	94	2	1	50	0	3	0	0	0	0	0	0	0	2	17	0	122	0	0	0	2	0	0	0	0	46	54	33	0	29	26	5	0	0	0	1	0	2	0	0	0	0	0	4	0	16	64	0	72	18	9	0	0	8	0	0	0	99	3	0	10	78	2	0	0	0	0	0	0	22	0	6	4	102	30	2	0	0	7	11	0	0	0	3	0	1	0	14	2	1	0	0	0	8	0	3	0	0	0	67	1	12	19	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;
OTU_28	0	2	1	0	0	0	0	1	1	0	0	0	1	0	43	0	676	0	0	0	0	0	0	0	0	780	0	0	0	2212	0	26	0	0	2	0	1	0	0	0	0	0	12	0	2	0	76	139	1	0	767	0	0	0	1	0	0	0	2313	0	0	0	0	6	0	0	0	0	3	553	371	1	0	0	1646	0	0	0	0	0	2	0	1	0	2	12	0	0	0	25	1294	0	0	10	2470	0	0	0	0	12	0	41	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	354	0	0	0	93	2	0	0	0	0	0	0	0	1	0	0	0	5	0	2	0	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;
OTU_211	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	52	0	0	0	0	0	37	48	0	10	95	0	0	0	0	38	34	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	12	25	0	0	0	0	34	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	48	1	0	1	0	0	0	759	0	0	0	0	6	11	1	0	0	0	0	69	0	0	0	21	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas;
OTU_156	0	1	0	0	131	0	22	0	0	0	0	0	0	45	1	0	0	0	11	0	0	1	0	0	0	1	0	0	0	0	14	0	0	24	0	23	1	98	5	0	9	0	0	1	0	0	0	0	0	18	0	9	0	0	0	29	0	0	0	0	1	39	0	0	0	26	8	0	1	0	0	0	2	0	0	0	0	0	0	0	0	89	0	112	3	0	0	0	0	0	0	0	3	5	0	0	78	0	0	0	0	0	0	0	81	0	0	0	0	19	168	0	0	0	15	0	0	0	39	0	11	0	32	0	1	0	0	0	1	0	0	1	0	0	45	13	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_753	0	9	1	0	0	0	5	0	1	0	11	0	13	4	0	1	7	13	12	0	10	0	15	45	12	5	1	1	102	15	7	49	0	16	3	1	0	16	3	0	19	16	0	0	0	12	0	0	0	0	1	2	0	0	0	0	0	9	0	0	6	5	8	1	1	20	4	19	2	45	1	10	21	0	0	0	0	8	1	3	71	11	42	0	2	19	20	13	51	215	12	1	3	0	0	0	6	27	13	63	47	0	6	0	17	25	29	0	13	2	0	93	12	0	2	9	0	0	4	0	2	1	10	9	2	16	3	15	0	0	1	0	0	15	2	0	3	0	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
