	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S3	S4	S5	S6	S7	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	X1	X2	X3	X4	X5	X6	Z2	Z3	Z4	Z5
OTU_56	37.59511553	0	10.25310174	0	0	0	0	0	0	0	0	0	0	0	5.053551149	5.73424309	4.49709771	0.289660007	1.461568392	0.801116755	0	19.52993456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854719713	0.265228834	1.426303072	0	0.337251061	0.498431846	4.013209013	0.751956324	4.701110962	1.318863709	3.600087127	0	0	0	0	0	0	1.778386415	1.573695569	0.447534876	0.157469512	0.380759307	2.360105448	6.514583712	4.073611568	3.863186599	2.582298258
OTU_565	0	0	0	0	0	0	0	0	0	0	0.388601524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979301627	34.77118098	65.94760886	2.779870829	31.98324102	51.11307277	0	0	0	0	0	0	0	5.618492618	1.503912648	3.041895329	0	0.900021782	3.971803909	35.35863084	3.95070647	13.63234921	25.25449978	1.221521482	0	0	0	0	0	0.181546573	1.002243648	0	1.287728866	1.613936411
OTU_57	0	1.142834565	0	2.118890774	11.66760791	2.075547519	14.53973164	7.361482273	0	0	0	0	0	0	0	0	0	0	0	0	4.327607876	0	32.23818571	0.351869199	13.32242063	0.814058868	0	0	0	0	0	0	0	0	1.111948332	0.29342423	0	0	0	0.265228834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_572	0.989345145	0	0.48824294	0	0	0	0	0	0.318851763	0.28551686	48.57519044	65.53863278	104.3098077	36.28330445	1.443871757	0.796422651	0.166559174	0.579320014	0.438470517	0.640893404	0	0.500767553	0	0	0	0	54.33943487	58.77577241	13.80064711	47.79541495	59.84430632	5.875809765	26.78120748	22.69935812	3.335844995	27.8753018	0.239967478	14.82597775	13.67551541	27.84902754	24.24715223	2.9009446	34.06235717	22.9278649	25.41699042	31.08086139	43.13960648	19.12352378	26.10063167	10.78061061	11.67954774	13.7177308	15.90440741	17.65674773	20.35869137	13.58040535	24.39228133	14.58963695	2.204573171	22.08403981	16.52073814	33.82572312	13.23923759	18.99400078	40.67119756
OTU_576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.617560696	0	0	0	0	0.741298888	0	0.265228834	1.426303072	0	0.674502122	0.498431846	0	0	0	0	0	100.0516318	66.87741036	44.22596409	80.5706793	49.43889364	86.72802523	0.323342985	0.131141297	0.447534876	1.41722561	0.190379654	1.633919156	0	0	0	0
OTU_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.43871757	8.760649165	10.99290551	2.46211006	5.700116727	7.850944201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370649444	1.709439426	0	0.475434357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131141297	0.447534876	0	0.380759307	0	0	0	0	0
OTU_59	91.51442595	0	94.39363504	0.162991598	0.138900094	0	0.319554542	0	0.318851763	0.28551686	0.777203047	0.191633429	0	0.477411901	13.71678169	12.1056243	11.82570139	10.13810025	7.892469315	9.613401062	0	101.6558132	0	0	0.204960317	0	0.734316687	0	0	0	0	78.34413019	72.5016114	242.524721	15.56727664	127.3461156	26.63639003	15.56727664	86.04178446	265.4940625	10.93499022	0.791166709	10.79203395	8.971773221	4.280756281	6.516954807	4.977646901	23.73954676	5.850141581	38.58323797	201.9121815	152.870392	17.30259707	124.4533188	375.007095	16.65216371	1.311412974	10.91985097	55.90167683	11.80353852	13.79753954	7.015705536	4.073611568	1.287728866	2.582298258
OTU_6	601.3569576	0.326524161	550.2497932	0.651966392	0.694500471	1.245328511	0.958663625	0.368074114	605.1806467	986.4607518	519.1716355	644.0799555	1039.103233	430.6255344	537.8422294	297.384218	411.2346017	372.792429	321.691203	325.413626	0.144253596	498.59756	0.167037232	0.879672997	0	1.628117735	681.8130443	715.4212297	241.9425947	624.2196363	757.7785288	116.2104598	540.2109862	464.2616087	138.9935414	732.9737253	37.43492653	256.4894151	396.0201338	518.5223699	378.9211828	189.3525657	635.7182501	504.4130277	322.3944574	224.8349409	317.4632579	204.094159	262.3563494	339.3055339	430.5433284	489.5583767	541.2741731	476.625178	400.6590461	311.0559512	584.2344801	362.1452214	108.1815549	477.472171	318.6142355	296.4135589	161.5865922	200.2418387	381.2117803
OTU_60	10.55301488	0	4.556934105	0	0	0	0.319554542	0.55211117	0.637703527	2.284134881	6.994827424	2.682868009	1.775486089	4.296707106	9.565650389	16.24702209	10.99290551	1.158640028	1.461568392	2.884020319	0	4.673830492	0	0.175934599	0.409920635	0	2.202950062	3.159987764	0.862540445	3.167166051	7.729889566	0	40.68967987	1.194703059	0.555974166	0	0	0.741298888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.880115815	1.311412974	4.564855732	0	2.474935496	3.08629174	0	0	0	0
OTU_608	0	0	0	0	0	0	0	0	4.463924686	3.711719182	1.165804571	0.383266858	3.107100655	0.954823801	0	0	0	0	0	0	0	0	0	0	0	0	1.468633375	0.947996329	1.293810667	0.287924186	2.244161487	1.305735503	0	0	0	4.107939213	0	0	0	0	0	0	0	0	0	0	0	0	0	1.702201675	0.479981414	1.865611389	1.398189662	2.568254215	7.73630272	0	0	0	0	0	0	0	0	0	0
OTU_609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.703785424	2.121830669	1.426303072	0.527444473	4.384263794	3.489022919	0	0	0	0	0	0	0	0	0	0	0	0	12.58956456	1.432111602	0	0.761518614	2.178558875	0	0	0	0
OTU_613	0	0	0	0	0	0	0	0	0	0	2.720210665	3.832668584	7.545815877	7.16117851	0	0	0	0	0	0	0	0	0	0	0	0	9.546116936	7.583970633	0.431270222	4.606786983	6.483133184	5.549375889	17.01568431	19.35418956	5.559741658	26.70160489	1.199837389	4.447793326	17.66420741	22.8096797	14.26303072	7.120500383	20.23506366	21.93100121	10.43434343	1.503912648	1.106143756	4.616022981	9.450228708	10.96974413	16.9593433	19.75353235	26.39082988	18.51283247	5.293259756	18.43055012	35.8015742	21.39216706	6.45625	23.22631773	16.33919156	5.762900976	4.413079198	5.794779899	10.9747676
OTU_619	0	0	0	0	0	0	0	0	9.884404661	22.27031509	5.44042133	1.149800575	4.438715222	0	0	0	0	0	0	0	0	0	0	0	0	0	4.405900124	4.107984093	4.312702223	0.575848373	5.236376803	0	0	0	0	0.29342423	0	0	0	0.265228834	0	0	0	0	0	0	0	0	0	0.567400558	0.159993805	0.548709232	0.349547416	0.214021185	1.628695309	0	0	0	0	0	0	0	0	0	0
OTU_62	0	1.306096645	0.162747647	1.303932784	0	0.691849173	1.278218166	0.920185284	0.95655529	0	3.497413712	0.574900288	0	1.909647603	0.18048397	0.15928453	0.666236698	0	0	0	7.068426197	0.500767553	26.72595707	0.351869199	2.869444444	0	0	0.315998776	0	0	0.249351276	0	0	0	0.555974166	0.29342423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238940612	0	0	0	0	0	0.265228834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_625	0	0	0	0	0	0	0	0	6.058183502	9.993090105	0.777203047	0.191633429	2.663229133	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	1.101475031	1.579993882	2.587621334	0.863772559	0.498702553	0	0	0	0	0.586848459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	0	0	0	0	0	0	0	0	0.637703527	0.28551686	0	957.0173453	185.9821678	909.4696707	0	0	0	0	0	0	0	0	0	0	0	0	538.9884486	464.5182013	889.2791984	400.5025434	264.5617042	0	0	0	0	0	0	0	0	0.265228834	0	0	0.337251061	2.990591074	0	0.250652108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_637	0	0	0	0	0	0	0	0	3.188517633	5.710337203	0	1.341434004	0.443871522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631997553	0.431270222	0.287924186	2.992215316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.00952215	5.89352762	11.32602386	0	0	0.160223351	0	0	0	0	0	0	0.367158344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_65	0	0	0	0	0	0	0	0	0	0.28551686	0	0	0.443871522	5.251530907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249351276	3.91720651	0.147962472	0.955762447	1.111948332	0	0	0	0	0	0	0.263722236	0	0	395.969956	651.9461328	234.5024762	836.8190233	578.7140057	0	0	0	0	0	0	0	0	0	0	0	0	69.40537263	316.0443641	185.1110245	30.66479181
OTU_650	0	0	0	0	0	0	0	0	0	0	0	1.149800575	0	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	3.304425093	6.319975528	0.431270222	0	0	0.979301627	5.474611473	3.106227954	0.555974166	9.389575344	0	0	0	0	0	0	0	0	0	0	0	0	0	4.728337987	4.639820336	6.584510783	7.864816851	5.029497838	2.850216791	0.161671492	0	0	0	0	0	0	0	0	0
OTU_66	1.484017718	0	5.858915278	0	0	0	0	0	0	0	0	0	0	0	1.082903818	1.592845303	1.998710094	0.579320014	1.023097874	1.121563457	0	4.673830492	0	0	0	0	0	0	0	0	0	0	2.515362028	1.194703059	1.111948332	4.988211902	0	0	2.279252568	0	1.90173743	1.054888946	1.011753183	0.498431846	0	0	0	0	0	4.728337987	9.919615891	7.133220015	7.515269436	5.778571984	17.10130075	0.646685969	0.655706487	0.895069751	0	1.142277921	0	0	0	0	0
OTU_661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431270222	0.575848373	0	1.305735503	15.38809711	14.57537732	27.24273412	7.629029967	11.99837389	0	0	0	0	0	0.337251061	0	5.350945351	4.511737944	10.50836568	0	6.300152472	10.96974413	1.759931852	16.02230957	1.223415955	1.605158884	33.79542767	0	0	0	0	0	0	2.756170032	4.752546829	3.219322166	4.196234669
OTU_673	0	0	0	0	0	0	0	0	0	0	0.388601524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295924944	8.123980801	16.67922497	0.880272689	0.239967478	0	0.569813142	0.265228834	0	0.263722236	0	0.996863691	44.14529915	12.5326054	34.56699237	3.297159272	31.95077325	8.132741337	0.959962828	1.316902157	1.398189662	0.963095331	0.407173827	0.485014477	0.52456519	0.895069751	0	0.380759307	0.181546573	25.0560912	14.93657575	9.657966498	9.683618467
